,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,50-59 deaths,60-69 deaths,70-79 deaths,80-89 deaths,90+ deaths
186,186,0,0,0,0,8.653360972206648e-13,4.38514972624038e-12,5.379117494253232e-12,1.9208921016543265e-11,2.9936061895002214e-11,1.6849507166525595e-11
187,187,0,0,0,0,7.137490063626449e-13,3.6169717984818525e-12,4.4368191491867405e-12,1.5843957432137583e-11,2.4691948597308808e-11,1.3897858920290876e-11
188,188,0,0,0,0,5.886393440902058e-13,2.982970046993481e-12,3.659110262210566e-12,1.306674563117783e-11,2.0363814586165737e-11,1.1461769454207384e-11
189,189,0,0,0,0,4.853928905734322e-13,2.4597615978966046e-12,3.0173078387181634e-12,1.077485814698316e-11,1.67920322083766e-11,9.451392371780413e-12
190,190,0,0,0,0,4.0020204675672566e-13,2.028051183133039e-12,2.4877430143724786e-12,8.883773058237001e-12,1.3844878632355069e-11,7.792587500445056e-12
191,191,0,0,0,0,3.29921649693854e-13,1.67190047483579e-12,2.050864771851236e-12,7.323673346081185e-12,1.1413547819695179e-11,6.424113380642858e-12
192,192,0,0,0,0,2.719462307306137e-13,1.3781060827933476e-12,1.6904769509993543e-12,6.036722244257562e-12,9.40790430609786e-12,5.295237282163935e-12
193,193,0,0,0,0,2.2413149031807215e-13,1.1358016227069639e-12,1.3932501191794723e-12,4.975320119740829e-12,7.753766644349187e-12,4.3642061905056434e-12
194,194,0,0,0,0,1.8469997166535078e-13,9.359797109889675e-13,1.1481352181703932e-12,4.1000105957359295e-12,6.3896442105420775e-12,3.5964101188290098e-12
195,195,0,0,0,0,1.5218929474786639e-13,7.712296370668323e-13,9.460417754970314e-13,3.378331438807075e-12,5.264946373971818e-12,2.963374139549778e-12
196,196,0,0,0,0,1.2538778339999543e-13,6.354111492822251e-13,7.794377484296205e-13,2.7833855949219134e-12,4.337755534289477e-12,2.4415049386923102e-12
197,197,0,0,0,0,1.0329260739772744e-13,5.23442337038315e-13,6.42089326060392e-13,2.292912018195623e-12,3.5733790584793005e-12,2.011275773872294e-12
198,198,0,0,0,0,8.508372570177861e-14,4.31167586406051e-13,5.288989548323109e-13,1.888707257270381e-12,2.943447854592757e-12,1.6567191066816632e-12
199,199,0,0,0,0,7.007342182486041e-14,3.5510184715390964e-13,4.3559163939993713e-13,1.5555052302983004e-12,2.4241705617981297e-12,1.3644439738654189e-12
200,200,0,0,0,0,5.770371590179569e-14,2.9241751823659994e-13,3.5869885549408134e-13,1.2809197775046603e-12,1.9962440216651207e-12,1.123585596099925e-12
201,201,0,0,0,0,4.7512995182190154e-14,2.4077534553942335e-13,2.953511178023987e-13,1.0547039175246092e-12,1.6436988693287802e-12,9.251556191827966e-13
202,202,0,0,0,0,3.911389832105486e-14,1.9821234901174968e-13,2.4314050390709144e-13,8.682589180220606e-13,1.353134446667296e-12,7.61611485049729e-13
203,203,0,0,0,0,3.21961916780199e-14,1.6315639850957106e-13,2.0013853398675867e-13,7.146981444122778e-13,1.1138183070742494e-12,6.269124380180461e-13
204,204,0,0,0,0,2.6497436980624148e-14,1.3427757017748142e-13,1.647138346281206e-13,5.881959341999433e-13,9.166714714185883e-13,5.159483762824414e-13
205,205,0,0,0,0,2.1806991524507017e-14,1.105084177361353e-13,1.35557004940931e-13,4.840763943028544e-13,7.544068138590084e-13,4.2461774234623853e-13
206,206,0,0,0,0,1.794323439043197e-14,9.09285647828522e-14,1.1153904976697866e-13,3.983078636083269e-13,6.207412091483894e-13,3.4938408027041444e-13
207,207,0,0,0,0,1.4765618803459145e-14,7.482578094421878e-14,9.178629976753131e-14,3.277704538930212e-13,5.10812480651253e-13,2.8751071479181164e-13
208,208,0,0,0,0,1.2151402946248402e-14,6.157806368453114e-14,7.553576509500091e-14,2.697395152985911e-13,4.2037440929410647e-13,2.3660766225257985e-13
209,209,0,0,0,0,9.99982022321469e-15,5.067477140399561e-14,6.216105866246402e-14,2.2197820877265475e-13,3.4594100269541045e-13,1.9471283245457546e-13
