,day,edges,num_infected,num_new_infections,num_new_removed,All deaths,All cases,perc_above_left
43,43,19485,1166,267,150,0.33999224613234075,267,0.9274193548387096
44,44,18591,1191,189,163,0.38450190038765847,189,0.9274193548387096
45,45,17493,1245,231,174,0.431584195603802,231,0.9274193548387096
46,46,16414,1295,239,181,0.4811538734456544,239,0.9274193548387096
47,47,15617,1264,171,196,0.5330823548680971,171,0.9274193548387096
48,48,14472,1260,209,209,0.5870475537589527,209,0.9193548387096774
49,49,13312,1259,222,220,0.6427504916420779,222,0.9193548387096774
50,50,12301,1218,191,219,0.6997813434371277,191,0.9193548387096774
51,51,11233,1199,221,223,0.7576239312825571,221,0.9193548387096774
52,52,10327,1170,218,226,0.815832938890801,218,0.9193548387096774
53,53,9481,1109,192,226,0.8739342158520577,192,0.9193548387096774
54,54,8712,1010,158,232,0.931430780668045,158,0.9193548387096774
55,55,7931,912,161,219,0.9877378379767635,161,0.9193548387096774
56,56,7205,823,170,230,1.042237326839781,170,0.9193548387096774
57,57,6489,707,142,225,1.0943039699673478,142,0.9193548387096774
58,58,5838,606,153,224,1.1432792672731855,153,0.9193548387096774
59,59,5186,502,145,212,1.1886174444708395,145,0.9193548387096774
60,60,4615,401,142,205,1.2298286005187002,142,0.9193548387096774
61,61,4061,281,115,191,1.2665442623132779,115,0.9193548387096774
62,62,3667,153,98,170,1.2984383097194314,98,0.9193548387096774
63,63,3388,66,66,117,1.3252352318780813,66,0.9193548387096774
64,64,3265,36,36,49,1.3466192776155177,36,0.9193548387096774
65,65,3211,12,12,27,1.3622211551571526,12,0.9193548387096774
66,66,3191,6,6,7,1.3716100287044193,6,0.9193548387096774
67,67,3176,4,4,5,1.3743589834691152,4,0.9193548387096774
68,68,3164,4,4,4,1.3701064355786876,4,0.9193548387096774
69,69,3157,3,3,4,1.3586332058133799,3,0.9193548387096774
70,70,3151,1,1,2,1.339906906320873,1,0.9193548387096774
71,71,3149,1,1,1,1.3140983569833353,1,0.9193548387096774
72,72,3149,1,1,0,1.2815790030612648,1,0.9193548387096774
73,73,3148,1,1,1,1.242895992324932,1,0.9193548387096774
74,74,3147,1,1,1,1.1987399820365041,1,0.9193548387096774
75,75,3142,3,3,1,1.1499061892056885,3,0.9193548387096774
76,76,3140,2,2,2,1.0972601819428032,2,0.9193548387096774
77,77,3139,1,1,1,1.0416924537492187,1,0.9193548387096774
78,78,3138,1,1,1,0.9840854539221074,1,0.9193548387096774
79,79,3137,1,1,1,0.9252834463825446,1,0.9193548387096774
80,80,3136,2,2,1,0.8660690797167233,2,0.9193548387096774
81,81,3134,2,2,2,0.8071516622008961,2,0.9193548387096774
82,82,3126,4,4,2,0.7491558295277313,4,0.9193548387096774
83,83,3116,2,2,4,0.69262429720306,2,0.9193548387096774
84,84,3112,1,1,2,0.6380057965183298,1,0.9193548387096774
85,85,3111,2,2,1,0.5856598346126756,2,0.9193548387096774
86,86,3106,2,2,2,0.5358612188869043,2,0.9193548387096774
87,87,3104,1,1,2,0.4888043639795586,1,0.9193548387096774
88,88,3102,1,1,1,0.4446108123621681,1,0.9193548387096774
89,89,3101,1,1,1,0.40333965655031073,1,0.9193548387096774
90,90,3101,1,1,0,0.3649953834853123,1,0.9193548387096774
91,91,3100,2,2,1,0.3295379329544644,2,0.9193548387096774
92,92,3097,1,1,2,0.2968948230391064,1,0.9193548387096774
93,93,3096,2,2,1,0.26696421092817024,2,0.9193548387096774
94,94,3092,1,1,1,0.23962811709936985,1,0.9193548387096774
95,95,3092,1,1,0,0.2147509480840115,1,0.9193548387096774
96,96,3090,1,1,1,0.19218815499376474,1,0.9193548387096774
97,97,3088,2,2,1,0.17178824617553531,2,0.9193548387096774
98,98,3086,1,1,1,0.15340009039743877,1,0.9193548387096774
99,99,3084,1,1,1,0.13687106614297873,1,0.9193548387096774
100,100,3082,2,2,1,0.12205270609065094,2,0.9193548387096774
101,101,3081,1,1,1,0.10880329597285467,1,0.9193548387096774
102,102,3079,1,1,1,0.09698474910744828,1,0.9193548387096774
103,103,3079,1,1,0,0.08646688432686844,1,0.9193548387096774
104,104,3077,1,1,1,0.07712585365879998,1,0.9193548387096774
105,105,3076,1,1,1,0.0688452203192514,1,0.9193548387096774
106,106,3075,1,1,1,0.061516483190514316,1,0.9193548387096774
107,107,3073,2,2,1,0.05503938670315222,2,0.9193548387096774
108,108,3071,3,3,2,0.049325065819589696,3,0.9193548387096774
109,109,3055,6,6,3,0.044296943501387236,6,0.9193548387096774
110,110,3050,2,2,4,0.03989856282163633,2,0.9193548387096774
111,111,3046,2,2,2,0.036074270135338815,2,0.9193548387096774
112,112,3046,1,1,0,0.03277734177108742,1,0.9193548387096774
113,113,3042,3,3,1,0.029956285313894604,3,0.9193548387096774
114,114,3039,2,2,2,0.027564389186857996,2,0.9193548387096774
115,115,3037,1,1,1,0.025552281315654967,1,0.9193548387096774
116,116,3037,1,1,0,0.023871371281235343,1,0.9193548387096774
117,117,3035,1,1,1,0.022473877031665257,1,0.9193548387096774
118,118,3031,3,3,1,0.02131288347909622,3,0.9193548387096774
119,119,3026,3,3,2,0.02035046782441578,3,0.9193548387096774
120,120,3024,1,1,2,0.019554915128314178,1,0.9193548387096774
121,121,3021,2,2,1,0.018897392814493878,2,0.9193548387096774
122,122,3017,2,2,1,0.018356482448478987,2,0.9193548387096774
123,123,3016,1,1,1,0.017912210106463294,1,0.9193548387096774
124,124,3015,1,1,1,0.01754522665000741,1,0.9193548387096774
125,125,3012,2,2,1,0.017237987301690544,2,0.9193548387096774
126,126,3003,3,3,2,0.0169763818005408,3,0.9193548387096774
127,127,2999,1,1,1,0.01675183180872734,1,0.9193548387096774
128,128,2997,3,3,1,0.016554713753556712,3,0.9193548387096774
129,129,2991,4,4,3,0.016384455013089955,4,0.9193548387096774
130,130,2969,6,6,4,0.016244239902422967,6,0.9193548387096774
131,131,2962,4,4,4,0.01614829402477171,4,0.9193548387096774
132,132,2954,4,4,4,0.01611026323545461,4,0.9193548387096774
133,133,2947,3,3,3,0.016146329097395322,3,0.9193548387096774
134,134,2944,1,1,1,0.016265140530695218,1,0.9193548387096774
135,135,2942,1,1,1,0.016463389463999865,1,0.9193548387096774
136,136,2941,2,2,1,0.01672874492724746,2,0.9193548387096774
137,137,2934,4,4,2,0.01704290911017007,4,0.9193548387096774
138,138,2928,2,2,2,0.017390462291791794,2,0.9193548387096774
139,139,2926,1,1,1,0.017753220906346245,1,0.9193548387096774
140,140,2925,1,1,1,0.01811447585150565,1,0.9193548387096774
141,141,2924,1,1,1,0.018456921028945625,1,0.9193548387096774
142,142,2923,2,2,1,0.018762965213640844,2,0.9193548387096774
143,143,2922,1,1,1,0.019019696403623887,1,0.9193548387096774
144,144,2922,1,1,0,0.01921499387334848,1,0.9193548387096774
145,145,2922,1,1,0,0.019341308051020925,1,0.9193548387096774
146,146,2921,2,2,1,0.019393478791916944,2,0.9193548387096774
147,147,2917,2,2,2,0.019372223706009075,2,0.9193548387096774
148,148,2912,2,2,2,0.019281988973734794,2,0.9193548387096774
149,149,2910,2,2,1,0.019131678377899936,2,0.9193548387096774
150,150,2908,2,2,2,0.01893278759241189,2,0.9193548387096774
151,151,2905,1,1,2,0.01869798283698868,1,0.9193548387096774
152,152,2904,2,2,1,0.018436856757961088,2,0.9193548387096774
153,153,2899,1,1,2,0.018160165250596504,1,0.9193548387096774
154,154,2899,1,1,0,0.017873182596681768,1,0.9193548387096774
155,155,2894,4,4,1,0.017579921275907354,4,0.9193548387096774
156,156,2885,3,3,3,0.017290730164486456,3,0.9193548387096774
157,157,2880,2,2,3,0.01701438612406861,2,0.9193548387096774
158,158,2877,2,2,2,0.016760831045800523,2,0.9193548387096774
159,159,2872,4,4,2,0.016538389836166092,4,0.9193548387096774
160,160,2867,1,1,3,0.01635791278026943,1,0.9193548387096774
161,161,2866,1,1,1,0.016220082202212025,1,0.9193548387096774
162,162,2864,2,2,1,0.01612403647555233,2,0.9193548387096774
163,163,2860,1,1,1,0.016065164994358148,1,0.9193548387096774
164,164,2860,1,1,0,0.016033178177304507,1,0.9193548387096774
165,165,2857,1,1,1,0.016017191745348845,1,0.9193548387096774
166,166,2853,2,2,1,0.016004999954675497,2,0.9193548387096774
167,167,2851,1,1,2,0.015987921048655547,1,0.9193548387096774
168,168,2850,1,1,1,0.015956731028416913,1,0.9193548387096774
169,169,2849,1,1,1,0.015905334730021498,1,0.9193548387096774
170,170,2847,3,3,1,0.015828583431765544,3,0.9193548387096774
171,171,2845,2,2,1,0.015728926637144654,2,0.9193548387096774
172,172,2843,1,1,2,0.015609333920574906,1,0.9193548387096774
173,173,2842,1,1,1,0.0154742047003013,1,0.9193548387096774
174,174,2841,1,1,1,0.015327314149927933,1,0.9193548387096774
175,175,2839,2,2,1,0.015170178425565669,2,0.9193548387096774
176,176,2826,3,3,2,0.015005930010440335,3,0.9193548387096774
177,177,2813,3,3,2,0.014840946913323303,3,0.9193548387096774
178,178,2810,1,1,2,0.014684362081525461,1,0.9193548387096774
179,179,2810,1,1,0,0.014541852755527341,1,0.9193548387096774
180,180,2809,1,1,1,0.01441752346727958,1,0.9193548387096774
181,181,2808,1,1,1,0.014310392876876675,1,0.9193548387096774
182,182,2807,1,1,1,0.014216290176620515,1,0.9193548387096774
183,183,2804,2,2,1,0.01412920360723222,2,0.9193548387096774
184,184,2803,1,1,1,0.014045579382538996,1,0.9193548387096774
185,185,2803,1,1,0,0.013960170233073737,1,0.9193548387096774
186,186,2802,1,1,1,0.013869691362080076,1,0.9193548387096774
187,187,2798,2,2,1,0.013770693090732233,2,0.9193548387096774
188,188,2796,1,1,1,0.013663260835961318,1,0.9193548387096774
189,189,2787,4,4,1,0.013546128248144636,4,0.9193548387096774
190,190,2783,1,1,4,0.013429026611926237,1,0.9193548387096774
191,191,2782,1,1,1,0.013314935607049017,1,0.9193548387096774
192,192,2780,2,2,1,0.0132096194546093,2,0.9193548387096774
193,193,2778,2,2,1,0.013117425200175413,2,0.9193548387096774
194,194,2775,1,1,2,0.013040955946302066,1,0.9193548387096774
195,195,2773,1,1,1,0.012979896998723806,1,0.9193548387096774
196,196,2773,1,1,0,0.012932511335985962,1,0.9193548387096774
197,197,2769,1,1,1,0.012894477471857374,1,0.9193548387096774
198,198,2769,1,1,0,0.012860248534131914,1,0.9193548387096774
199,199,2769,1,1,0,0.012823973057174445,1,0.9193548387096774
200,200,2769,1,1,0,0.012780227393462582,1,0.9193548387096774
201,201,2769,1,1,0,0.012724509334694304,1,0.9193548387096774
202,202,2769,1,1,0,0.012653506139909875,1,0.9193548387096774
203,203,2766,2,2,1,0.012565178083071988,2,0.9193548387096774
204,204,2765,1,1,1,0.012461768747641292,1,0.9193548387096774
205,205,2758,3,3,1,0.012344557217866297,3,0.9193548387096774
206,206,2756,1,1,2,0.01222281002041641,1,0.9193548387096774
207,207,2754,1,1,1,0.012100879996964648,1,0.9193548387096774
208,208,2754,1,1,0,0.011984553719208693,1,0.9193548387096774
209,209,2752,2,2,1,0.011876174907955638,2,0.9193548387096774
210,210,2745,1,1,2,0.011778881053710694,1,0.9193548387096774
211,211,2745,1,1,0,0.011692165224310125,1,0.9193548387096774
212,212,2745,1,1,0,0.011615599337725945,1,0.9193548387096774
213,213,2745,1,1,0,0.011546955540900364,1,0.9193548387096774
